section_order,row_order,row_type,characteristic,profile_group,value
11,2,data,  Propiedad sin hipoteca,Desinteresado/a,6 (66.7%)
11,2,data,  Propiedad sin hipoteca,Homo economicus,20 (33.3%)
11,2,data,  Propiedad sin hipoteca,Influyente,24 (68.6%)
11,2,data,  Propiedad sin hipoteca,Pionero,0 (0.0%)
11,2,data,  Propiedad sin hipoteca,Sensible,35 (64.8%)
11,2,data,  Propiedad sin hipoteca,Temeroso/a,31 (45.6%)
11,2,data,  Propiedad sin hipoteca,Total,185 (46.7%)
11,3,data,  No propietarios,Activista,13 (18.6%)
11,3,data,  No propietarios,Cuidadoso/a,34 (43.0%)
11,3,data,  No propietarios,Desinteresado/a,1 (11.1%)
11,3,data,  No propietarios,Homo economicus,23 (38.3%)
11,3,data,  No propietarios,Influyente,3 (8.6%)
11,3,data,  No propietarios,Pionero,1 (100.0%)
11,3,data,  No propietarios,Sensible,4 (7.4%)
11,3,data,  No propietarios,Temeroso/a,22 (32.4%)
11,3,data,  No propietarios,Total,102 (25.8%)
11,3,data,  Propiedad con hipoteca,Activista,26 (37.1%)
11,3,data,  Propiedad con hipoteca,Cuidadoso/a,19 (24.1%)
11,3,data,  Propiedad con hipoteca,Desinteresado/a,2 (22.2%)
11,3,data,  Propiedad con hipoteca,Homo economicus,17 (28.3%)
11,3,data,  Propiedad con hipoteca,Influyente,8 (22.9%)
11,3,data,  Propiedad con hipoteca,Pionero,0 (0.0%)
11,3,data,  Propiedad con hipoteca,Sensible,15 (27.8%)
11,3,data,  Propiedad con hipoteca,Temeroso/a,15 (22.1%)
11,3,data,  Propiedad con hipoteca,Total,109 (27.5%)
11,3,data,  Propiedad sin hipoteca,Activista,31 (44.3%)
11,3,data,  Propiedad sin hipoteca,Cuidadoso/a,26 (32.9%)
11,3,data,  Propiedad sin hipoteca,Desinteresado/a,6 (66.7%)
11,3,data,  Propiedad sin hipoteca,Homo economicus,20 (33.3%)
11,3,data,  Propiedad sin hipoteca,Influyente,24 (68.6%)
11,3,data,  Propiedad sin hipoteca,Pionero,0 (0.0%)
11,3,data,  Propiedad sin hipoteca,Sensible,35 (64.8%)
11,3,data,  Propiedad sin hipoteca,Temeroso/a,31 (45.6%)
11,3,data,  Propiedad sin hipoteca,Total,185 (46.7%)
12,0,header,Zona climática,Activista,
12,0,header,Zona climática,Cuidadoso/a,
12,0,header,Zona climática,Desinteresado/a,
12,0,header,Zona climática,Homo economicus,
12,0,header,Zona climática,Influyente,
12,0,header,Zona climática,Pionero,
12,0,header,Zona climática,Sensible,
12,0,header,Zona climática,Temeroso/a,
12,0,header,Zona climática,Total,
12,1,data,  Clima cálido/mediterráneo,Activista,24 (33.8%)
12,1,data,  Clima cálido/mediterráneo,Cuidadoso/a,19 (23.2%)
12,1,data,  Clima cálido/mediterráneo,Desinteresado/a,2 (22.2%)
12,1,data,  Clima cálido/mediterráneo,Homo economicus,12 (20.0%)
12,1,data,  Clima cálido/mediterráneo,Influyente,28 (80.0%)
12,1,data,  Clima cálido/mediterráneo,Pionero,0 (0.0%)
12,1,data,  Clima cálido/mediterráneo,Sensible,22 (40.0%)
12,1,data,  Clima cálido/mediterráneo,Temeroso/a,40 (58.8%)
12,1,data,  Clima cálido/mediterráneo,Total,160 (39.7%)
12,1,data,  Clima frío/polar,Activista,2 (2.8%)
12,1,data,  Clima frío/polar,Cuidadoso/a,6 (7.3%)
12,1,data,  Clima frío/polar,Desinteresado/a,1 (11.1%)
12,1,data,  Clima frío/polar,Homo economicus,1 (1.7%)
12,1,data,  Clima frío/polar,Influyente,1 (2.9%)
12,1,data,  Clima frío/polar,Pionero,0 (0.0%)
12,1,data,  Clima frío/polar,Sensible,2 (3.6%)
12,1,data,  Clima frío/polar,Temeroso/a,4 (5.9%)
12,1,data,  Clima frío/polar,Total,17 (4.2%)
12,1,data,  Clima templado,Activista,45 (63.4%)
12,1,data,  Clima templado,Cuidadoso/a,57 (69.5%)
12,1,data,  Clima templado,Desinteresado/a,6 (66.7%)
12,1,data,  Clima templado,Homo economicus,47 (78.3%)
12,1,data,  Clima templado,Influyente,6 (17.1%)
12,1,data,  Clima templado,Pionero,1 (100.0%)
12,1,data,  Clima templado,Sensible,31 (56.4%)
12,1,data,  Clima templado,Temeroso/a,24 (35.3%)
12,1,data,  Clima templado,Total,226 (56.1%)
12,1,data,  Otro clima,Activista,0 (0.0%)
12,1,data,  Otro clima,Cuidadoso/a,0 (0.0%)
12,1,data,  Otro clima,Desinteresado/a,0 (0.0%)
12,1,data,  Otro clima,Homo economicus,0 (0.0%)
12,1,data,  Otro clima,Influyente,0 (0.0%)
12,1,data,  Otro clima,Pionero,0 (0.0%)
12,1,data,  Otro clima,Sensible,0 (0.0%)
12,1,data,  Otro clima,Temeroso/a,0 (0.0%)
12,1,data,  Otro clima,Total,0 (0.0%)
12,2,data,  Clima cálido/mediterráneo,Activista,24 (33.8%)
12,2,data,  Clima cálido/mediterráneo,Cuidadoso/a,19 (23.2%)
12,2,data,  Clima cálido/mediterráneo,Desinteresado/a,2 (22.2%)
12,2,data,  Clima cálido/mediterráneo,Homo economicus,12 (20.0%)
12,2,data,  Clima cálido/mediterráneo,Influyente,28 (80.0%)
12,2,data,  Clima cálido/mediterráneo,Pionero,0 (0.0%)
12,2,data,  Clima cálido/mediterráneo,Sensible,22 (40.0%)
12,2,data,  Clima cálido/mediterráneo,Temeroso/a,40 (58.8%)
12,2,data,  Clima cálido/mediterráneo,Total,160 (39.7%)
12,2,data,  Clima frío/polar,Activista,2 (2.8%)
12,2,data,  Clima frío/polar,Cuidadoso/a,6 (7.3%)
12,2,data,  Clima frío/polar,Desinteresado/a,1 (11.1%)
12,2,data,  Clima frío/polar,Homo economicus,1 (1.7%)
12,2,data,  Clima frío/polar,Influyente,1 (2.9%)
12,2,data,  Clima frío/polar,Pionero,0 (0.0%)
12,2,data,  Clima frío/polar,Sensible,2 (3.6%)
12,2,data,  Clima frío/polar,Temeroso/a,4 (5.9%)
12,2,data,  Clima frío/polar,Total,17 (4.2%)
12,2,data,  Clima templado,Activista,45 (63.4%)
12,2,data,  Clima templado,Cuidadoso/a,57 (69.5%)
12,2,data,  Clima templado,Desinteresado/a,6 (66.7%)
12,2,data,  Clima templado,Homo economicus,47 (78.3%)
12,2,data,  Clima templado,Influyente,6 (17.1%)
12,2,data,  Clima templado,Pionero,1 (100.0%)
12,2,data,  Clima templado,Sensible,31 (56.4%)
12,2,data,  Clima templado,Temeroso/a,24 (35.3%)
12,2,data,  Clima templado,Total,226 (56.1%)
12,2,data,  Otro clima,Activista,0 (0.0%)
12,2,data,  Otro clima,Cuidadoso/a,0 (0.0%)
12,2,data,  Otro clima,Desinteresado/a,0 (0.0%)
12,2,data,  Otro clima,Homo economicus,0 (0.0%)
12,2,data,  Otro clima,Influyente,0 (0.0%)
12,2,data,  Otro clima,Pionero,0 (0.0%)
12,2,data,  Otro clima,Sensible,0 (0.0%)
12,2,data,  Otro clima,Temeroso/a,0 (0.0%)
12,2,data,  Otro clima,Total,0 (0.0%)
12,3,data,  Clima cálido/mediterráneo,Activista,24 (33.8%)
12,3,data,  Clima cálido/mediterráneo,Cuidadoso/a,19 (23.2%)
12,3,data,  Clima cálido/mediterráneo,Desinteresado/a,2 (22.2%)
12,3,data,  Clima cálido/mediterráneo,Homo economicus,12 (20.0%)
12,3,data,  Clima cálido/mediterráneo,Influyente,28 (80.0%)
12,3,data,  Clima cálido/mediterráneo,Pionero,0 (0.0%)
12,3,data,  Clima cálido/mediterráneo,Sensible,22 (40.0%)
12,3,data,  Clima cálido/mediterráneo,Temeroso/a,40 (58.8%)
12,3,data,  Clima cálido/mediterráneo,Total,160 (39.7%)
12,3,data,  Clima frío/polar,Activista,2 (2.8%)
12,3,data,  Clima frío/polar,Cuidadoso/a,6 (7.3%)
12,3,data,  Clima frío/polar,Desinteresado/a,1 (11.1%)
12,3,data,  Clima frío/polar,Homo economicus,1 (1.7%)
12,3,data,  Clima frío/polar,Influyente,1 (2.9%)
12,3,data,  Clima frío/polar,Pionero,0 (0.0%)
12,3,data,  Clima frío/polar,Sensible,2 (3.6%)
12,3,data,  Clima frío/polar,Temeroso/a,4 (5.9%)
12,3,data,  Clima frío/polar,Total,17 (4.2%)
12,3,data,  Clima templado,Activista,45 (63.4%)
12,3,data,  Clima templado,Cuidadoso/a,57 (69.5%)
12,3,data,  Clima templado,Desinteresado/a,6 (66.7%)
12,3,data,  Clima templado,Homo economicus,47 (78.3%)
12,3,data,  Clima templado,Influyente,6 (17.1%)
12,3,data,  Clima templado,Pionero,1 (100.0%)
12,3,data,  Clima templado,Sensible,31 (56.4%)
12,3,data,  Clima templado,Temeroso/a,24 (35.3%)
12,3,data,  Clima templado,Total,226 (56.1%)
12,3,data,  Otro clima,Activista,0 (0.0%)
12,3,data,  Otro clima,Cuidadoso/a,0 (0.0%)
12,3,data,  Otro clima,Desinteresado/a,0 (0.0%)
12,3,data,  Otro clima,Homo economicus,0 (0.0%)
12,3,data,  Otro clima,Influyente,0 (0.0%)
12,3,data,  Otro clima,Pionero,0 (0.0%)
12,3,data,  Otro clima,Sensible,0 (0.0%)
12,3,data,  Otro clima,Temeroso/a,0 (0.0%)
12,3,data,  Otro clima,Total,0 (0.0%)
12,4,data,  Clima cálido/mediterráneo,Activista,24 (33.8%)
12,4,data,  Clima cálido/mediterráneo,Cuidadoso/a,19 (23.2%)
12,4,data,  Clima cálido/mediterráneo,Desinteresado/a,2 (22.2%)
12,4,data,  Clima cálido/mediterráneo,Homo economicus,12 (20.0%)
12,4,data,  Clima cálido/mediterráneo,Influyente,28 (80.0%)
12,4,data,  Clima cálido/mediterráneo,Pionero,0 (0.0%)
12,4,data,  Clima cálido/mediterráneo,Sensible,22 (40.0%)
12,4,data,  Clima cálido/mediterráneo,Temeroso/a,40 (58.8%)
12,4,data,  Clima cálido/mediterráneo,Total,160 (39.7%)
12,4,data,  Clima frío/polar,Activista,2 (2.8%)
12,4,data,  Clima frío/polar,Cuidadoso/a,6 (7.3%)
12,4,data,  Clima frío/polar,Desinteresado/a,1 (11.1%)
12,4,data,  Clima frío/polar,Homo economicus,1 (1.7%)
12,4,data,  Clima frío/polar,Influyente,1 (2.9%)
12,4,data,  Clima frío/polar,Pionero,0 (0.0%)
12,4,data,  Clima frío/polar,Sensible,2 (3.6%)
12,4,data,  Clima frío/polar,Temeroso/a,4 (5.9%)
12,4,data,  Clima frío/polar,Total,17 (4.2%)
12,4,data,  Clima templado,Activista,45 (63.4%)
12,4,data,  Clima templado,Cuidadoso/a,57 (69.5%)
12,4,data,  Clima templado,Desinteresado/a,6 (66.7%)
12,4,data,  Clima templado,Homo economicus,47 (78.3%)
12,4,data,  Clima templado,Influyente,6 (17.1%)
12,4,data,  Clima templado,Pionero,1 (100.0%)
12,4,data,  Clima templado,Sensible,31 (56.4%)
12,4,data,  Clima templado,Temeroso/a,24 (35.3%)
12,4,data,  Clima templado,Total,226 (56.1%)
12,4,data,  Otro clima,Activista,0 (0.0%)
12,4,data,  Otro clima,Cuidadoso/a,0 (0.0%)
12,4,data,  Otro clima,Desinteresado/a,0 (0.0%)
12,4,data,  Otro clima,Homo economicus,0 (0.0%)
12,4,data,  Otro clima,Influyente,0 (0.0%)
12,4,data,  Otro clima,Pionero,0 (0.0%)
12,4,data,  Otro clima,Sensible,0 (0.0%)
12,4,data,  Otro clima,Temeroso/a,0 (0.0%)
12,4,data,  Otro clima,Total,0 (0.0%)
13,0,header,Orientación política,Activista,
13,0,header,Orientación política,Cuidadoso/a,
13,0,header,Orientación política,Desinteresado/a,
13,0,header,Orientación política,Homo economicus,
13,0,header,Orientación política,Influyente,
13,0,header,Orientación política,Pionero,
13,0,header,Orientación política,Sensible,
13,0,header,Orientación política,Temeroso/a,
13,0,header,Orientación política,Total,
13,1,data,  Centro,Activista,12 (17.6%)
13,1,data,  Centro,Cuidadoso/a,21 (29.2%)
13,1,data,  Centro,Desinteresado/a,1 (11.1%)
13,1,data,  Centro,Homo economicus,21 (36.2%)
13,1,data,  Centro,Influyente,2 (5.7%)
13,1,data,  Centro,Pionero,0 (0.0%)
13,1,data,  Centro,Sensible,2 (3.7%)
13,1,data,  Centro,Temeroso/a,11 (16.9%)
13,1,data,  Centro,Total,73 (19.1%)
13,1,data,  Derecha,Activista,4 (5.9%)
13,1,data,  Derecha,Cuidadoso/a,6 (8.3%)
13,1,data,  Derecha,Desinteresado/a,1 (11.1%)
13,1,data,  Derecha,Homo economicus,5 (8.6%)
13,1,data,  Derecha,Influyente,1 (2.9%)
13,1,data,  Derecha,Pionero,0 (0.0%)
13,1,data,  Derecha,Sensible,1 (1.9%)
13,1,data,  Derecha,Temeroso/a,10 (15.4%)
13,1,data,  Derecha,Total,29 (7.6%)
13,1,data,  Extrema derecha,Activista,0 (0.0%)
13,1,data,  Extrema derecha,Cuidadoso/a,3 (4.2%)
13,1,data,  Extrema derecha,Desinteresado/a,0 (0.0%)
13,1,data,  Extrema derecha,Homo economicus,1 (1.7%)
13,1,data,  Extrema derecha,Influyente,0 (0.0%)
13,1,data,  Extrema derecha,Pionero,0 (0.0%)
13,1,data,  Extrema derecha,Sensible,0 (0.0%)
13,1,data,  Extrema derecha,Temeroso/a,1 (1.5%)
13,1,data,  Extrema derecha,Total,6 (1.6%)
13,1,data,  Extrema izquierda,Activista,27 (39.7%)
13,1,data,  Extrema izquierda,Cuidadoso/a,21 (29.2%)
13,1,data,  Extrema izquierda,Desinteresado/a,5 (55.6%)
13,1,data,  Extrema izquierda,Homo economicus,14 (24.1%)
13,1,data,  Extrema izquierda,Influyente,17 (48.6%)
13,1,data,  Extrema izquierda,Pionero,1 (100.0%)
13,1,data,  Extrema izquierda,Sensible,32 (59.3%)
13,1,data,  Extrema izquierda,Temeroso/a,18 (27.7%)
13,1,data,  Extrema izquierda,Total,145 (37.9%)
13,1,data,  Izquierda,Activista,25 (36.8%)
13,1,data,  Izquierda,Cuidadoso/a,21 (29.2%)
13,1,data,  Izquierda,Desinteresado/a,2 (22.2%)
13,1,data,  Izquierda,Homo economicus,17 (29.3%)
13,1,data,  Izquierda,Influyente,15 (42.9%)
13,1,data,  Izquierda,Pionero,0 (0.0%)
13,1,data,  Izquierda,Sensible,19 (35.2%)
13,1,data,  Izquierda,Temeroso/a,25 (38.5%)
13,1,data,  Izquierda,Total,130 (33.9%)
13,2,data,  Centro,Activista,12 (17.6%)
13,2,data,  Centro,Cuidadoso/a,21 (29.2%)
13,2,data,  Centro,Desinteresado/a,1 (11.1%)
13,2,data,  Centro,Homo economicus,21 (36.2%)
13,2,data,  Centro,Influyente,2 (5.7%)
13,2,data,  Centro,Pionero,0 (0.0%)
13,2,data,  Centro,Sensible,2 (3.7%)
13,2,data,  Centro,Temeroso/a,11 (16.9%)
13,2,data,  Centro,Total,73 (19.1%)
13,2,data,  Derecha,Activista,4 (5.9%)
13,2,data,  Derecha,Cuidadoso/a,6 (8.3%)
13,2,data,  Derecha,Desinteresado/a,1 (11.1%)
13,2,data,  Derecha,Homo economicus,5 (8.6%)
13,2,data,  Derecha,Influyente,1 (2.9%)
13,2,data,  Derecha,Pionero,0 (0.0%)
13,2,data,  Derecha,Sensible,1 (1.9%)
13,2,data,  Derecha,Temeroso/a,10 (15.4%)
13,2,data,  Derecha,Total,29 (7.6%)
13,2,data,  Extrema derecha,Activista,0 (0.0%)
13,2,data,  Extrema derecha,Cuidadoso/a,3 (4.2%)
13,2,data,  Extrema derecha,Desinteresado/a,0 (0.0%)
13,2,data,  Extrema derecha,Homo economicus,1 (1.7%)
13,2,data,  Extrema derecha,Influyente,0 (0.0%)
13,2,data,  Extrema derecha,Pionero,0 (0.0%)
13,2,data,  Extrema derecha,Sensible,0 (0.0%)
13,2,data,  Extrema derecha,Temeroso/a,1 (1.5%)
13,2,data,  Extrema derecha,Total,6 (1.6%)
13,2,data,  Extrema izquierda,Activista,27 (39.7%)
13,2,data,  Extrema izquierda,Cuidadoso/a,21 (29.2%)
13,2,data,  Extrema izquierda,Desinteresado/a,5 (55.6%)
13,2,data,  Extrema izquierda,Homo economicus,14 (24.1%)
13,2,data,  Extrema izquierda,Influyente,17 (48.6%)
13,2,data,  Extrema izquierda,Pionero,1 (100.0%)
13,2,data,  Extrema izquierda,Sensible,32 (59.3%)
13,2,data,  Extrema izquierda,Temeroso/a,18 (27.7%)
13,2,data,  Extrema izquierda,Total,145 (37.9%)
13,2,data,  Izquierda,Activista,25 (36.8%)
13,2,data,  Izquierda,Cuidadoso/a,21 (29.2%)
13,2,data,  Izquierda,Desinteresado/a,2 (22.2%)
13,2,data,  Izquierda,Homo economicus,17 (29.3%)
13,2,data,  Izquierda,Influyente,15 (42.9%)
13,2,data,  Izquierda,Pionero,0 (0.0%)
13,2,data,  Izquierda,Sensible,19 (35.2%)
13,2,data,  Izquierda,Temeroso/a,25 (38.5%)
13,2,data,  Izquierda,Total,130 (33.9%)
13,3,data,  Centro,Activista,12 (17.6%)
13,3,data,  Centro,Cuidadoso/a,21 (29.2%)
13,3,data,  Centro,Desinteresado/a,1 (11.1%)
13,3,data,  Centro,Homo economicus,21 (36.2%)
13,3,data,  Centro,Influyente,2 (5.7%)
13,3,data,  Centro,Pionero,0 (0.0%)
13,3,data,  Centro,Sensible,2 (3.7%)
13,3,data,  Centro,Temeroso/a,11 (16.9%)
13,3,data,  Centro,Total,73 (19.1%)
13,3,data,  Derecha,Activista,4 (5.9%)
13,3,data,  Derecha,Cuidadoso/a,6 (8.3%)
13,3,data,  Derecha,Desinteresado/a,1 (11.1%)
13,3,data,  Derecha,Homo economicus,5 (8.6%)
13,3,data,  Derecha,Influyente,1 (2.9%)
13,3,data,  Derecha,Pionero,0 (0.0%)
13,3,data,  Derecha,Sensible,1 (1.9%)
13,3,data,  Derecha,Temeroso/a,10 (15.4%)
13,3,data,  Derecha,Total,29 (7.6%)
13,3,data,  Extrema derecha,Activista,0 (0.0%)
13,3,data,  Extrema derecha,Cuidadoso/a,3 (4.2%)
13,3,data,  Extrema derecha,Desinteresado/a,0 (0.0%)
13,3,data,  Extrema derecha,Homo economicus,1 (1.7%)
13,3,data,  Extrema derecha,Influyente,0 (0.0%)
13,3,data,  Extrema derecha,Pionero,0 (0.0%)
13,3,data,  Extrema derecha,Sensible,0 (0.0%)
13,3,data,  Extrema derecha,Temeroso/a,1 (1.5%)
13,3,data,  Extrema derecha,Total,6 (1.6%)
13,3,data,  Extrema izquierda,Activista,27 (39.7%)
13,3,data,  Extrema izquierda,Cuidadoso/a,21 (29.2%)
13,3,data,  Extrema izquierda,Desinteresado/a,5 (55.6%)
13,3,data,  Extrema izquierda,Homo economicus,14 (24.1%)
13,3,data,  Extrema izquierda,Influyente,17 (48.6%)
13,3,data,  Extrema izquierda,Pionero,1 (100.0%)
13,3,data,  Extrema izquierda,Sensible,32 (59.3%)
13,3,data,  Extrema izquierda,Temeroso/a,18 (27.7%)
13,3,data,  Extrema izquierda,Total,145 (37.9%)
13,3,data,  Izquierda,Activista,25 (36.8%)
13,3,data,  Izquierda,Cuidadoso/a,21 (29.2%)
13,3,data,  Izquierda,Desinteresado/a,2 (22.2%)
13,3,data,  Izquierda,Homo economicus,17 (29.3%)
13,3,data,  Izquierda,Influyente,15 (42.9%)
13,3,data,  Izquierda,Pionero,0 (0.0%)
13,3,data,  Izquierda,Sensible,19 (35.2%)
13,3,data,  Izquierda,Temeroso/a,25 (38.5%)
13,3,data,  Izquierda,Total,130 (33.9%)
13,4,data,  Centro,Activista,12 (17.6%)
13,4,data,  Centro,Cuidadoso/a,21 (29.2%)
13,4,data,  Centro,Desinteresado/a,1 (11.1%)
13,4,data,  Centro,Homo economicus,21 (36.2%)
13,4,data,  Centro,Influyente,2 (5.7%)
13,4,data,  Centro,Pionero,0 (0.0%)
13,4,data,  Centro,Sensible,2 (3.7%)
13,4,data,  Centro,Temeroso/a,11 (16.9%)
13,4,data,  Centro,Total,73 (19.1%)
13,4,data,  Derecha,Activista,4 (5.9%)
13,4,data,  Derecha,Cuidadoso/a,6 (8.3%)
13,4,data,  Derecha,Desinteresado/a,1 (11.1%)
13,4,data,  Derecha,Homo economicus,5 (8.6%)
13,4,data,  Derecha,Influyente,1 (2.9%)
13,4,data,  Derecha,Pionero,0 (0.0%)
13,4,data,  Derecha,Sensible,1 (1.9%)
13,4,data,  Derecha,Temeroso/a,10 (15.4%)
13,4,data,  Derecha,Total,29 (7.6%)
13,4,data,  Extrema derecha,Activista,0 (0.0%)
13,4,data,  Extrema derecha,Cuidadoso/a,3 (4.2%)
13,4,data,  Extrema derecha,Desinteresado/a,0 (0.0%)
13,4,data,  Extrema derecha,Homo economicus,1 (1.7%)
13,4,data,  Extrema derecha,Influyente,0 (0.0%)
13,4,data,  Extrema derecha,Pionero,0 (0.0%)
13,4,data,  Extrema derecha,Sensible,0 (0.0%)
13,4,data,  Extrema derecha,Temeroso/a,1 (1.5%)
13,4,data,  Extrema derecha,Total,6 (1.6%)
13,4,data,  Extrema izquierda,Activista,27 (39.7%)
13,4,data,  Extrema izquierda,Cuidadoso/a,21 (29.2%)
13,4,data,  Extrema izquierda,Desinteresado/a,5 (55.6%)
13,4,data,  Extrema izquierda,Homo economicus,14 (24.1%)
13,4,data,  Extrema izquierda,Influyente,17 (48.6%)
13,4,data,  Extrema izquierda,Pionero,1 (100.0%)
13,4,data,  Extrema izquierda,Sensible,32 (59.3%)
13,4,data,  Extrema izquierda,Temeroso/a,18 (27.7%)
13,4,data,  Extrema izquierda,Total,145 (37.9%)
13,4,data,  Izquierda,Activista,25 (36.8%)
13,4,data,  Izquierda,Cuidadoso/a,21 (29.2%)
13,4,data,  Izquierda,Desinteresado/a,2 (22.2%)
13,4,data,  Izquierda,Homo economicus,17 (29.3%)
13,4,data,  Izquierda,Influyente,15 (42.9%)
13,4,data,  Izquierda,Pionero,0 (0.0%)
13,4,data,  Izquierda,Sensible,19 (35.2%)
13,4,data,  Izquierda,Temeroso/a,25 (38.5%)
13,4,data,  Izquierda,Total,130 (33.9%)
13,5,data,  Centro,Activista,12 (17.6%)
13,5,data,  Centro,Cuidadoso/a,21 (29.2%)
13,5,data,  Centro,Desinteresado/a,1 (11.1%)
13,5,data,  Centro,Homo economicus,21 (36.2%)
13,5,data,  Centro,Influyente,2 (5.7%)
13,5,data,  Centro,Pionero,0 (0.0%)
13,5,data,  Centro,Sensible,2 (3.7%)
13,5,data,  Centro,Temeroso/a,11 (16.9%)
13,5,data,  Centro,Total,73 (19.1%)
13,5,data,  Derecha,Activista,4 (5.9%)
13,5,data,  Derecha,Cuidadoso/a,6 (8.3%)
13,5,data,  Derecha,Desinteresado/a,1 (11.1%)
13,5,data,  Derecha,Homo economicus,5 (8.6%)
13,5,data,  Derecha,Influyente,1 (2.9%)
13,5,data,  Derecha,Pionero,0 (0.0%)
13,5,data,  Derecha,Sensible,1 (1.9%)
13,5,data,  Derecha,Temeroso/a,10 (15.4%)
13,5,data,  Derecha,Total,29 (7.6%)
13,5,data,  Extrema derecha,Activista,0 (0.0%)
13,5,data,  Extrema derecha,Cuidadoso/a,3 (4.2%)
13,5,data,  Extrema derecha,Desinteresado/a,0 (0.0%)
13,5,data,  Extrema derecha,Homo economicus,1 (1.7%)
13,5,data,  Extrema derecha,Influyente,0 (0.0%)
13,5,data,  Extrema derecha,Pionero,0 (0.0%)
13,5,data,  Extrema derecha,Sensible,0 (0.0%)
13,5,data,  Extrema derecha,Temeroso/a,1 (1.5%)
13,5,data,  Extrema derecha,Total,6 (1.6%)
13,5,data,  Extrema izquierda,Activista,27 (39.7%)
13,5,data,  Extrema izquierda,Cuidadoso/a,21 (29.2%)
13,5,data,  Extrema izquierda,Desinteresado/a,5 (55.6%)
13,5,data,  Extrema izquierda,Homo economicus,14 (24.1%)
13,5,data,  Extrema izquierda,Influyente,17 (48.6%)
13,5,data,  Extrema izquierda,Pionero,1 (100.0%)
13,5,data,  Extrema izquierda,Sensible,32 (59.3%)
13,5,data,  Extrema izquierda,Temeroso/a,18 (27.7%)
13,5,data,  Extrema izquierda,Total,145 (37.9%)
13,5,data,  Izquierda,Activista,25 (36.8%)
13,5,data,  Izquierda,Cuidadoso/a,21 (29.2%)
13,5,data,  Izquierda,Desinteresado/a,2 (22.2%)
13,5,data,  Izquierda,Homo economicus,17 (29.3%)
13,5,data,  Izquierda,Influyente,15 (42.9%)
13,5,data,  Izquierda,Pionero,0 (0.0%)
13,5,data,  Izquierda,Sensible,19 (35.2%)
13,5,data,  Izquierda,Temeroso/a,25 (38.5%)
13,5,data,  Izquierda,Total,130 (33.9%)
